,file,cv_split#,class,Feature,model,CM,Acc,f1-macro,auc,time-s
60,kaggle_noNN,3,JP,char_tfidf,cnb,"[[716 328]
 [266 417]]",0.656050955,0.645422532,0.708541593,0.04886961
61,kaggle_noNN,3,JP,char_tfidf,rf,"[[983  61]
 [481 202]]",0.686160973,0.605476429,0.763741635,2.385170221
62,kaggle_noNN,3,JP,char_tfidf,lgr,"[[723 321]
 [275 408]]",0.654892878,0.643016484,0.713323853,2.2582359309999998
63,kaggle_noNN,3,JP,char_tfidf,svc,"[[761 283]
 [245 438]]",0.6942675159999999,0.6831853240000001,0.753794253,350.3623796
64,kaggle_noNN,3,JP,char_tfidf,lgb,"[[811 233]
 [228 455]]",0.733063115,0.7212168390000001,0.800992074,59.18021846
65,kaggle_noNN,4,JP,char_tfidf,cnb,"[[684 360]
 [226 457]]",0.660683266,0.654717844,0.714086771,0.036901236000000004
66,kaggle_noNN,4,JP,char_tfidf,rf,"[[993  51]
 [479 204]]",0.693109438,0.612158094,0.764289982,2.077502489
67,kaggle_noNN,4,JP,char_tfidf,lgr,"[[697 347]
 [242 441]]",0.658946149,0.6512837020000001,0.7272527109999999,2.129837036
68,kaggle_noNN,4,JP,char_tfidf,svc,"[[739 305]
 [219 464]]",0.696583671,0.6886900979999999,0.758286913,349.4692585
69,kaggle_noNN,4,JP,char_tfidf,lgb,"[[814 230]
 [232 451]]",0.732484076,0.720118846,0.807461447,76.00971079
70,kaggle_noNN,5,JP,char_tfidf,cnb,"[[698 346]
 [239 444]]",0.661262305,0.653772961,0.718786288,0.052859545
71,kaggle_noNN,5,JP,char_tfidf,rf,"[[984  60]
 [468 215]]",0.6942675159999999,0.618656656,0.7678857920000001,2.275027514
72,kaggle_noNN,5,JP,char_tfidf,lgr,"[[708 336]
 [260 423]]",0.654892878,0.645231248,0.705726932,2.145411015
73,kaggle_noNN,5,JP,char_tfidf,svc,"[[742 302]
 [249 434]]",0.680949624,0.6704683539999999,0.74752192,349.807591
74,kaggle_noNN,5,JP,char_tfidf,lgb,"[[816 228]
 [246 437]]",0.725535611,0.7116483640000001,0.787845767,129.9222312
75,kaggle_noNN,1,JP,word_tfidf,cnb,"[[710 334]
 [244 440]]",0.665509259,0.65713862,0.7273237770000001,0.040891171000000004
76,kaggle_noNN,1,JP,word_tfidf,rf,"[[987  57]
 [494 190]]",0.681134259,0.5949727220000001,0.759558939,2.4509902
77,kaggle_noNN,1,JP,word_tfidf,lgr,"[[735 309]
 [249 435]]",0.677083333,0.667047884,0.7254458779999999,2.811213017
78,kaggle_noNN,1,JP,word_tfidf,svc,"[[765 279]
 [234 450]]",0.703125,0.692920677,0.761337411,351.00093030000005
79,kaggle_noNN,1,JP,word_tfidf,lgb,"[[830 214]
 [238 446]]",0.7384259259999999,0.724837662,0.792840178,77.01309443
80,kaggle_noNN,2,JP,word_tfidf,cnb,"[[685 359]
 [225 459]]",0.662037037,0.656155491,0.7237514279999999,0.047872305
81,kaggle_noNN,2,JP,word_tfidf,rf,"[[997  47]
 [470 214]]",0.700810185,0.6235079929999999,0.7682139379999999,2.441976547
82,kaggle_noNN,2,JP,word_tfidf,lgr,"[[732 312]
 [242 442]]",0.679398148,0.6701067310000001,0.7445707579999999,2.993499279
83,kaggle_noNN,2,JP,word_tfidf,svc,"[[734 310]
 [207 477]]",0.700810185,0.694042504,0.76709434,351.6040859
84,kaggle_noNN,2,JP,word_tfidf,lgb,"[[801 243]
 [220 464]]",0.732060185,0.721466432,0.79487772,71.99312329
85,kaggle_noNN,3,JP,word_tfidf,cnb,"[[712 332]
 [244 439]]",0.666473654,0.657925722,0.725554378,0.040890932000000005
86,kaggle_noNN,3,JP,word_tfidf,rf,"[[987  57]
 [494 189]]",0.680949624,0.594335653,0.735113288,2.356742144
87,kaggle_noNN,3,JP,word_tfidf,lgr,"[[745 299]
 [267 416]]",0.672264042,0.65992204,0.7170024070000001,2.850487947
88,kaggle_noNN,3,JP,word_tfidf,svc,"[[746 298]
 [232 451]]",0.693109438,0.6838857759999999,0.750412312,349.26086380000004
89,kaggle_noNN,3,JP,word_tfidf,lgb,"[[810 234]
 [235 448]]",0.728430805,0.7159504609999999,0.787699915,70.74498844
90,kaggle_noNN,4,JP,word_tfidf,cnb,"[[696 348]
 [207 476]]",0.678633468,0.6733323590000001,0.74106096,0.043882608
91,kaggle_noNN,4,JP,word_tfidf,rf,"[[990  54]
 [496 187]]",0.6815286620000001,0.5936853,0.757493843,2.490016937
92,kaggle_noNN,4,JP,word_tfidf,lgr,"[[718 326]
 [249 434]]",0.6670526929999999,0.657798601,0.721442475,2.961241007
93,kaggle_noNN,4,JP,word_tfidf,svc,"[[719 325]
 [203 480]]",0.6942675159999999,0.688297837,0.762055222,351.5566869
94,kaggle_noNN,4,JP,word_tfidf,lgb,"[[818 226]
 [242 441]]",0.729009844,0.715449937,0.787911681,87.23895001
95,kaggle_noNN,5,JP,word_tfidf,cnb,"[[713 331]
 [227 456]]",0.676896352,0.669579082,0.730950898,0.040891409
96,kaggle_noNN,5,JP,word_tfidf,rf,"[[980  64]
 [481 202]]",0.6844238559999999,0.604073202,0.738555533,2.382395744
97,kaggle_noNN,5,JP,word_tfidf,lgr,"[[693 351]
 [257 426]]",0.6479444120000001,0.63932345,0.706669359,2.92622304
98,kaggle_noNN,5,JP,word_tfidf,svc,"[[737 307]
 [223 460]]",0.693109438,0.68500585,0.7467561970000001,349.3844492
99,kaggle_noNN,5,JP,word_tfidf,lgb,"[[805 239]
 [240 443]]",0.722640417,0.7098939679999999,0.77927837,114.64829850000001
0,kaggle_noNN,1,JP,combo,cnb,"[[711 333]
 [255 429]]",0.6597222222222222,0.6504118412088933,0.7177914454079004,0.14560842514038086
1,kaggle_noNN,1,JP,combo,rf,"[[971  73]
 [437 247]]",0.7048611111111112,0.6420191988977206,0.7903685218794112,3.199636220932007
2,kaggle_noNN,1,JP,combo,lgr,"[[722 322]
 [269 415]]",0.6579861111111112,0.6468390084153631,0.6976498958123277,16.856735944747925
3,kaggle_noNN,1,JP,combo,svc,"[[773 271]
 [236 448]]",0.7065972222222222,0.6958379146488337,0.7662177074230917,1458.7687113285065
4,kaggle_noNN,1,JP,combo,lgb,"[[820 224]
 [229 455]]",0.7378472222222222,0.7256045813894549,0.8102608052698798,163.5142493247986
5,kaggle_noNN,2,JP,combo,cnb,"[[676 368]
 [233 451]]",0.6521990740740741,0.6462006861852332,0.7113588369070825,0.1545846462249756
6,kaggle_noNN,2,JP,combo,rf,"[[974  70]
 [404 280]]",0.7256944444444444,0.6729400227124984,0.7941523268580135,3.7247872352600098
7,kaggle_noNN,2,JP,combo,lgr,"[[721 323]
 [270 414]]",0.6568287037037037,0.6456438781561934,0.7160353789966616,21.53008532524109
8,kaggle_noNN,2,JP,combo,svc,"[[731 313]
 [191 493]]",0.7083333333333334,0.7026934394778346,0.7775453160359391,1459.4600653648376
9,kaggle_noNN,2,JP,combo,lgb,"[[806 238]
 [216 468]]",0.7372685185185185,0.7268164945294491,0.8103798368846765,163.130939245224
10,kaggle_noNN,3,JP,combo,cnb,"[[725 319]
 [260 423]]",0.6647365373480023,0.6541609815568987,0.7156609896613432,0.14461445808410645
11,kaggle_noNN,3,JP,combo,rf,"[[977  67]
 [415 268]]",0.7209033005211349,0.6643286201412345,0.7834828315466473,3.4193990230560303
12,kaggle_noNN,3,JP,combo,lgr,"[[740 304]
 [282 401]]",0.6606832657788072,0.6470849572186993,0.6954177254954758,17.612454175949093
13,kaggle_noNN,3,JP,combo,svc,"[[760 284]
 [250 433]]",0.690793283149971,0.6792954513840589,0.7579082591451956,1461.5288043022156
14,kaggle_noNN,3,JP,combo,lgb,"[[815 229]
 [226 457]]",0.7365373480023162,0.7247075969611455,0.8034210688701525,177.70036268234253
15,kaggle_noNN,4,JP,combo,cnb,"[[695 349]
 [224 459]]",0.6682107701215981,0.6618970060813172,0.7268425023700936,0.15359234809875488
16,kaggle_noNN,4,JP,combo,rf,"[[968  76]
 [423 260]]",0.7110596409959468,0.6526880442032592,0.7883267980455844,3.488312244415283
17,kaggle_noNN,4,JP,combo,lgr,"[[721 323]
 [267 416]]",0.6583671105964101,0.6473685449128985,0.6987204299265692,20.94483733177185
18,kaggle_noNN,4,JP,combo,svc,"[[744 300]
 [218 465]]",0.7000579038795599,0.6920199346711247,0.7670590644160593,1455.7556977272034
19,kaggle_noNN,4,JP,combo,lgb,"[[838 206]
 [236 447]]",0.7440648523451071,0.7302371178323239,0.8040297201326129,251.53614950180054
20,kaggle_noNN,5,JP,combo,cnb,"[[718 326]
 [242 441]]",0.6711059640995947,0.6624213641682153,0.727709900540213,0.16008257865905762
21,kaggle_noNN,5,JP,combo,rf,"[[964  80]
 [433 250]]",0.7029530978575564,0.6417118225057052,0.7636925497719662,3.733575820922852
22,kaggle_noNN,5,JP,combo,lgr,"[[712 332]
 [294 389]]",0.6375217139548349,0.6243826002362587,0.6854142474882617,21.52393364906311
23,kaggle_noNN,5,JP,combo,svc,"[[746 298]
 [232 451]]",0.6931094383323683,0.6838857760168869,0.7540978778546306,1454.9880936145782
24,kaggle_noNN,5,JP,combo,lgb,"[[807 237]
 [223 460]]",0.7336421540243196,0.7224365155898425,0.793151130632829,169.24793720245358
25,kaggle_noNN,1,JP,char_tf,cnb,"[[705 339]
 [250 434]]",0.6591435185185185,0.6505486785946164,0.7129895700298001,0.04188823699951172
26,kaggle_noNN,1,JP,char_tf,rf,"[[987  57]
 [481 203]]",0.6886574074074074,0.6079563856202095,0.7625228260626022,1.2607824802398682
27,kaggle_noNN,1,JP,char_tf,lgr,"[[734 310]
 [248 436]]",0.6770833333333334,0.6671853319434762,0.7275562389370618,2.321494579315185
28,kaggle_noNN,1,JP,char_tf,svc,"[[782 262]
 [240 444]]",0.7094907407407407,0.6979336569466595,0.7630955781855662,377.2490639686585
29,kaggle_noNN,1,JP,char_tf,lgb,"[[841 203]
 [221 463]]",0.7546296296296297,0.7422981956315291,0.8041523828728909,11.531811475753784
30,kaggle_noNN,2,JP,char_tf,cnb,"[[680 364]
 [240 444]]",0.6504629629629629,0.6438193105933614,0.7037919271358473,0.03989338874816895
31,kaggle_noNN,2,JP,char_tf,rf,"[[985  59]
 [458 226]]",0.7008101851851852,0.6292896436080622,0.7728659732024825,1.137042999267578
32,kaggle_noNN,2,JP,char_tf,lgr,"[[691 353]
 [230 454]]",0.6626157407407407,0.6561475724576467,0.7351490555891645,2.461223602294922
33,kaggle_noNN,2,JP,char_tf,svc,"[[736 308]
 [200 484]]",0.7060185185185185,0.699630450849963,0.7710685958190495,380.33268094062805
34,kaggle_noNN,2,JP,char_tf,lgb,"[[811 233]
 [211 473]]",0.7430555555555556,0.7328337523591969,0.816509264860747,12.104785442352295
35,kaggle_noNN,3,JP,char_tf,cnb,"[[725 319]
 [264 419]]",0.6624203821656051,0.6514786113573607,0.7092946937951229,0.04188704490661621
36,kaggle_noNN,3,JP,char_tf,rf,"[[992  52]
 [492 191]]",0.6850028951939781,0.5986685622112256,0.7706099975878338,1.2746460437774658
37,kaggle_noNN,3,JP,char_tf,lgr,"[[730 314]
 [266 417]]",0.6641574985524029,0.6527511994896968,0.7146701783320151,2.415006160736084
38,kaggle_noNN,3,JP,char_tf,svc,"[[764 280]
 [251 432]]",0.6925303995367691,0.6807313290197246,0.7552843270897494,378.9494700431824
39,kaggle_noNN,3,JP,char_tf,lgb,"[[833 211]
 [237 446]]",0.7405906195715113,0.7268755559948601,0.8075231539915743,17.170812368392944
40,kaggle_noNN,4,JP,char_tf,cnb,"[[688 356]
 [228 455]]",0.6618413433700058,0.6555719476545638,0.7140180519793787,0.04288458824157715
41,kaggle_noNN,4,JP,char_tf,rf,"[[992  52]
 [480 203]]",0.6919513607411697,0.6106945400185084,0.7634955094439114,1.1531803607940674
42,kaggle_noNN,4,JP,char_tf,lgr,"[[707 337]
 [237 446]]",0.6676317313259988,0.659862997905578,0.7241407358790102,2.131741762161255
43,kaggle_noNN,4,JP,char_tf,svc,"[[742 302]
 [223 460]]",0.6960046323103648,0.6876770794400975,0.7581494757745579,381.91380858421326
44,kaggle_noNN,4,JP,char_tf,lgb,"[[811 233]
 [210 473]]",0.7434858135495078,0.7332688348612499,0.8062413400425215,13.224799633026125
45,kaggle_noNN,5,JP,char_tf,cnb,"[[699 345]
 [238 445]]",0.6624203821656051,0.6549566434419586,0.7192939645355457,0.03789687156677246
46,kaggle_noNN,5,JP,char_tf,rf,"[[981  63]
 [479 204]]",0.6861609727851766,0.6065100050445603,0.7440796744136473,1.110443353652954
47,kaggle_noNN,5,JP,char_tf,lgr,"[[713 331]
 [251 432]]",0.6629994209612045,0.653834867996892,0.7075542877658292,2.333850145339966
48,kaggle_noNN,5,JP,char_tf,svc,"[[742 302]
 [250 433]]",0.6803705848291836,0.6697997400805251,0.7475415537716745,380.3005096912384
49,kaggle_noNN,5,JP,char_tf,lgb,"[[808 236]
 [232 451]]",0.7290098436595251,0.7169130111940822,0.7947036120787825,22.423197269439697
50,kaggle_noNN,1,JP,word_tf,cnb,"[[716 328]
 [245 439]]",0.6684027777777778,0.6596571974612058,0.7221367995339562,0.04587721824645996
51,kaggle_noNN,1,JP,word_tf,rf,"[[987  57]
 [478 206]]",0.6903935185185185,0.6109128573250344,0.773208364141516,1.2377259731292725
52,kaggle_noNN,1,JP,word_tf,lgr,"[[742 302]
 [263 421]]",0.6730324074074074,0.6613460619929009,0.7229588178620241,2.710346937179565
53,kaggle_noNN,1,JP,word_tf,svc,"[[779 265]
 [243 441]]",0.7060185185185185,0.6943233022488108,0.7588811588357867,368.336562871933
54,kaggle_noNN,1,JP,word_tf,lgb,"[[817 227]
 [230 454]]",0.7355324074074074,0.7233228751162754,0.7959686092626203,11.899881362915039
55,kaggle_noNN,2,JP,word_tf,cnb,"[[697 347]
 [221 463]]",0.6712962962962963,0.6651560369920048,0.7237640317268267,0.04487895965576172
56,kaggle_noNN,2,JP,word_tf,rf,"[[984  60]
 [468 216]]",0.6944444444444444,0.6192307692307693,0.763211108870516,1.1598660945892334
57,kaggle_noNN,2,JP,word_tf,lgr,"[[722 322]
 [233 451]]",0.6788194444444444,0.6707207412903432,0.745793282695884,2.530123472213745
58,kaggle_noNN,2,JP,word_tf,svc,"[[744 300]
 [206 478]]",0.7071759259259259,0.7000687424791474,0.7750204454303065,368.05927538871765
59,kaggle_noNN,2,JP,word_tf,lgb,"[[803 241]
 [210 474]]",0.7390046296296297,0.7291877697209237,0.8054911384463713,15.652843475341795
60,kaggle_noNN,3,JP,word_tf,cnb,"[[730 314]
 [262 421]]",0.6664736537348003,0.6554432070405479,0.722544779342881,0.044879913330078125
61,kaggle_noNN,3,JP,word_tf,rf,"[[992  52]
 [501 182]]",0.6797915460335843,0.5894862899319085,0.754274583059861,1.246204853057861
62,kaggle_noNN,3,JP,word_tf,lgr,"[[733 311]
 [257 426]]",0.6711059640995947,0.6603736479842675,0.7166910688140556,2.55549955368042
63,kaggle_noNN,3,JP,word_tf,svc,"[[763 281]
 [260 423]]",0.6867400115807759,0.6741087763247711,0.7543965937968057,365.90109395980835
64,kaggle_noNN,3,JP,word_tf,lgb,"[[795 249]
 [233 450]]",0.7209033005211349,0.7093023093384889,0.7912985308224365,12.909119606018065
65,kaggle_noNN,4,JP,word_tf,cnb,"[[700 344]
 [220 463]]",0.6734221192819919,0.6671537336486283,0.7335509892686649,0.04787135124206543
66,kaggle_noNN,4,JP,word_tf,rf,"[[985  59]
 [506 177]]",0.6728430804863926,0.5811608106744961,0.7500511884126263,1.1828718185424805
67,kaggle_noNN,4,JP,word_tf,lgr,"[[699 345]
 [250 433]]",0.6554719166184134,0.6470998941194935,0.7261546142497322,2.5269792079925537
68,kaggle_noNN,4,JP,word_tf,svc,"[[751 293]
 [218 465]]",0.704111175448755,0.6957675870202462,0.7628202431239237,364.51152896881104
69,kaggle_noNN,4,JP,word_tf,lgb,"[[822 222]
 [242 441]]",0.7313259988419224,0.7175805182831412,0.7959447557821869,20.868597745895386
70,kaggle_noNN,5,JP,word_tf,cnb,"[[711 333]
 [235 448]]",0.6711059640995947,0.6632973611225527,0.7386487941973375,0.03690028190612793
71,kaggle_noNN,5,JP,word_tf,rf,"[[980  64]
 [479 204]]",0.6855819339895773,0.6060412048128996,0.7531189871145443,1.123537540435791
72,kaggle_noNN,5,JP,word_tf,lgr,"[[698 346]
 [242 441]]",0.6595251881876085,0.6518145161290322,0.7129480037921497,2.6967926025390625
73,kaggle_noNN,5,JP,word_tf,svc,"[[747 297]
 [236 447]]",0.6913723219455703,0.6817694826914441,0.7518357707432277,365.4108703136444
74,kaggle_noNN,5,JP,word_tf,lgb,"[[783 261]
 [225 458]]",0.7185871453387377,0.708255124258578,0.7884277724485733,11.897348403930664
25,kaggle_noSW,1,JP,LIWC,cnb,"[[567 477]
 [293 391]]",0.554398148,0.549727107,0.59435286,0.010969877
26,kaggle_noSW,1,JP,LIWC,rf,"[[969  75]
 [596  88]]",0.611689815,0.47530277299999996,0.59103888,0.869711876
27,kaggle_noSW,1,JP,LIWC,lgr,"[[613 431]
 [297 387]]",0.5787037039999999,0.571371914,0.603679337,0.114677191
28,kaggle_noSW,1,JP,LIWC,svc,"[[593 451]
 [282 402]]",0.575810185,0.570563583,0.6027985029999999,25.08862495
29,kaggle_noSW,1,JP,LIWC,lgb,"[[657 387]
 [333 351]]",0.583333333,0.569844293,0.5998367170000001,4.002423286
30,kaggle_noSW,2,JP,LIWC,cnb,"[[600 444]
 [306 378]]",0.5659722220000001,0.558688324,0.583631613,0.016954422
31,kaggle_noSW,2,JP,LIWC,rf,"[[958  86]
 [606  78]]",0.599537037,0.45931242,0.5717298510000001,0.9120326040000001
32,kaggle_noSW,2,JP,LIWC,lgr,"[[611 433]
 [294 390]]",0.579282407,0.572286402,0.603092581,0.111667633
33,kaggle_noSW,2,JP,LIWC,svc,"[[604 440]
 [292 392]]",0.576388889,0.569915404,0.6029455420000001,25.4845829
34,kaggle_noSW,2,JP,LIWC,lgb,"[[618 426]
 [345 339]]",0.5538194439999999,0.541876723,0.575271392,3.19799614
35,kaggle_noSW,3,JP,LIWC,cnb,"[[587 457]
 [290 393]]",0.56745802,0.5619300939999999,0.586728598,0.016955614
36,kaggle_noSW,3,JP,LIWC,rf,"[[980  64]
 [603  80]]",0.613781123,0.46978429299999996,0.586188665,0.908683538
37,kaggle_noSW,3,JP,LIWC,lgr,"[[635 409]
 [301 382]]",0.588882455,0.579865822,0.608992051,0.150545835
38,kaggle_noSW,3,JP,LIWC,svc,"[[636 408]
 [297 386]]",0.591777649,0.5830401,0.613462973,25.10577965
39,kaggle_noSW,3,JP,LIWC,lgb,"[[681 363]
 [343 340]]",0.59119861,0.57461392,0.594587772,3.622854948
40,kaggle_noSW,4,JP,LIWC,cnb,"[[544 500]
 [256 427]]",0.562246671,0.560228237,0.587649989,0.017951488
41,kaggle_noSW,4,JP,LIWC,rf,"[[969  75]
 [595  88]]",0.6120440070000001,0.47556799200000005,0.5768955139999999,0.893277645
42,kaggle_noSW,4,JP,LIWC,lgr,"[[585 459]
 [261 422]]",0.583092067,0.579344781,0.6252825879999999,0.100702286
43,kaggle_noSW,4,JP,LIWC,svc,"[[588 456]
 [259 424]]",0.585987261,0.582219782,0.620850934,24.92512679
44,kaggle_noSW,4,JP,LIWC,lgb,"[[593 451]
 [289 394]]",0.571511291,0.565745407,0.600333496,2.319131374
45,kaggle_noSW,5,JP,LIWC,cnb,"[[577 467]
 [293 390]]",0.559930515,0.5547096579999999,0.585584221,0.01595664
46,kaggle_noSW,5,JP,LIWC,rf,"[[979  65]
 [617  66]]",0.6050955410000001,0.451914414,0.568178057,0.8907628059999999
47,kaggle_noSW,5,JP,LIWC,lgr,"[[606 438]
 [294 389]]",0.576143602,0.569344289,0.6053401429999999,0.10116100300000001
48,kaggle_noSW,5,JP,LIWC,svc,"[[601 443]
 [297 386]]",0.571511291,0.5647657739999999,0.608393217,24.99503613
49,kaggle_noSW,5,JP,LIWC,lgb,"[[666 378]
 [342 341]]",0.583092067,0.567785369,0.602683956,3.628356695
50,kaggle_noSW,1,JP,char_tfidf,cnb,"[[727 317]
 [252 432]]",0.670717593,0.660832733,0.718135937,0.035903692
51,kaggle_noSW,1,JP,char_tfidf,rf,"[[995  49]
 [375 309]]",0.75462963,0.708724062,0.851762928,2.275531769
52,kaggle_noSW,1,JP,char_tfidf,lgr,"[[816 228]
 [210 474]]",0.7465277779999999,0.736194241,0.809479398,2.669735193
53,kaggle_noSW,1,JP,char_tfidf,svc,"[[841 203]
 [190 494]]",0.772569444,0.7630130079999999,0.82684611,354.6454916
54,kaggle_noSW,1,JP,char_tfidf,lgb,"[[894 150]
 [177 507]]",0.8107638890000001,0.800771098,0.8806154909999999,103.2285278
55,kaggle_noSW,2,JP,char_tfidf,cnb,"[[663 381]
 [229 455]]",0.646990741,0.641800783,0.699981515,0.038894653
56,kaggle_noSW,2,JP,char_tfidf,rf,"[[984  60]
 [329 355]]",0.774884259,0.740500775,0.859102978,2.272812843
57,kaggle_noSW,2,JP,char_tfidf,lgr,"[[797 247]
 [213 471]]",0.733796296,0.7239720140000001,0.8053819090000001,2.622550964
58,kaggle_noSW,2,JP,char_tfidf,svc,"[[786 258]
 [176 508]]",0.748842593,0.7421693540000001,0.830370846,347.1285775
59,kaggle_noSW,2,JP,char_tfidf,lgb,"[[892 152]
 [173 511]]",0.811921296,0.8023108090000001,0.889506453,133.5640402
60,kaggle_noSW,3,JP,char_tfidf,cnb,"[[694 350]
 [240 443]]",0.658367111,0.650994955,0.7169771629999999,0.046875715
61,kaggle_noSW,3,JP,char_tfidf,rf,"[[986  58]
 [361 322]]",0.757382745,0.715296032,0.852737248,2.268816948
62,kaggle_noSW,3,JP,char_tfidf,lgr,"[[797 247]
 [215 468]]",0.732484076,0.722409863,0.802477239,2.5770280359999997
63,kaggle_noSW,3,JP,char_tfidf,svc,"[[804 240]
 [186 497]]",0.753329473,0.7452802359999999,0.824011433,340.211719
64,kaggle_noSW,3,JP,char_tfidf,lgb,"[[862 182]
 [159 524]]",0.802547771,0.7946832340000001,0.887692623,72.67579603
65,kaggle_noSW,4,JP,char_tfidf,cnb,"[[697 347]
 [223 460]]",0.6699478870000001,0.663612816,0.728296113,0.044879435999999995
66,kaggle_noSW,4,JP,char_tfidf,rf,"[[991  53]
 [374 309]]",0.7527504340000001,0.7070677940000001,0.855499318,2.251597643
67,kaggle_noSW,4,JP,char_tfidf,lgr,"[[766 278]
 [199 484]]",0.7237984940000001,0.716232318,0.796540785,2.695469618
68,kaggle_noSW,4,JP,char_tfidf,svc,"[[772 272]
 [174 509]]",0.741748697,0.7356172940000001,0.823226076,340.0560877
69,kaggle_noSW,4,JP,char_tfidf,lgb,"[[904 140]
 [170 513]]",0.8204979729999999,0.810799789,0.892146716,114.6916463
70,kaggle_noSW,5,JP,char_tfidf,cnb,"[[725 319]
 [227 456]]",0.683844818,0.675983655,0.736968692,0.038896561
71,kaggle_noSW,5,JP,char_tfidf,rf,"[[983  61]
 [352 331]]",0.760856977,0.7211058000000001,0.8468351540000001,2.359601021
72,kaggle_noSW,5,JP,char_tfidf,lgr,"[[759 285]
 [194 489]]",0.722640417,0.7156912440000001,0.7885974659999999,2.5826761719999998
73,kaggle_noSW,5,JP,char_tfidf,svc,"[[802 242]
 [182 501]]",0.754487551,0.746795909,0.821203783,340.4255564
74,kaggle_noSW,5,JP,char_tfidf,lgb,"[[859 185]
 [170 513]]",0.7944412279999999,0.7858452509999999,0.86988747,94.14120173
75,kaggle_noSW,1,JP,word_tfidf,cnb,"[[746 298]
 [209 475]]",0.7065972220000001,0.6991989470000001,0.780311051,0.046876192000000004
76,kaggle_noSW,1,JP,word_tfidf,rf,"[[988  56]
 [334 350]]",0.774305556,0.738683335,0.8614479009999999,2.477108479
77,kaggle_noSW,1,JP,word_tfidf,lgr,"[[811 233]
 [216 468]]",0.740162037,0.7295043990000001,0.8146873809999999,3.117238045
78,kaggle_noSW,1,JP,word_tfidf,svc,"[[846 198]
 [181 503]]",0.780671296,0.771675205,0.845205687,318.15317339999996
79,kaggle_noSW,1,JP,word_tfidf,lgb,"[[901 143]
 [181 503]]",0.8125,0.801996053,0.876380767,115.28844709999998
80,kaggle_noSW,2,JP,word_tfidf,cnb,"[[706 338]
 [194 490]]",0.69212963,0.687242798,0.768542325,0.038896322000000004
81,kaggle_noSW,2,JP,word_tfidf,rf,"[[986  58]
 [317 367]]",0.7829861109999999,0.7510395440000001,0.864089702,2.345004797
82,kaggle_noSW,2,JP,word_tfidf,lgr,"[[793 251]
 [195 489]]",0.741898148,0.733654782,0.820577345,2.790297508
83,kaggle_noSW,2,JP,word_tfidf,svc,"[[806 238]
 [158 526]]",0.770833333,0.7646540909999999,0.846419809,318.3055501
84,kaggle_noSW,2,JP,word_tfidf,lgb,"[[884 160]
 [180 504]]",0.803240741,0.7932420790000001,0.88049786,120.5370371
85,kaggle_noSW,3,JP,word_tfidf,cnb,"[[740 304]
 [204 479]]",0.705848292,0.6989728270000001,0.776414623,0.039407492
86,kaggle_noSW,3,JP,word_tfidf,rf,"[[979  65]
 [320 363]]",0.777070064,0.7445730490000001,0.865324689,2.470353127
87,kaggle_noSW,3,JP,word_tfidf,lgr,"[[777 267]
 [212 471]]",0.722640417,0.713650523,0.795709149,2.8256070610000004
88,kaggle_noSW,3,JP,word_tfidf,svc,"[[803 241]
 [178 505]]",0.757382745,0.749937192,0.83208658,318.1339779
89,kaggle_noSW,3,JP,word_tfidf,lgb,"[[885 159]
 [179 504]]",0.804284887,0.794272015,0.8877332929999999,153.43041369999997
90,kaggle_noSW,4,JP,word_tfidf,cnb,"[[762 282]
 [190 493]]",0.726693688,0.719897958,0.792089497,0.041887999
91,kaggle_noSW,4,JP,word_tfidf,rf,"[[980  64]
 [336 347]]",0.768384482,0.732438881,0.8542364370000001,2.494282722
92,kaggle_noSW,4,JP,word_tfidf,lgr,"[[784 260]
 [198 485]]",0.734800232,0.726605252,0.80082799,2.892317295
93,kaggle_noSW,4,JP,word_tfidf,svc,"[[793 251]
 [178 505]]",0.751592357,0.7444865390000001,0.834562556,316.9089749
94,kaggle_noSW,4,JP,word_tfidf,lgb,"[[896 148]
 [188 495]]",0.805442965,0.7943557990000001,0.876620499,121.3854284
95,kaggle_noSW,5,JP,word_tfidf,cnb,"[[763 281]
 [197 486]]",0.7232194559999999,0.7159109370000001,0.792682722,0.038896561
96,kaggle_noSW,5,JP,word_tfidf,rf,"[[966  78]
 [319 364]]",0.770121598,0.7383258429999999,0.8493791479999999,2.477440357
97,kaggle_noSW,5,JP,word_tfidf,lgr,"[[784 260]
 [196 487]]",0.735958309,0.7279112190000001,0.810409339,2.87864995
98,kaggle_noSW,5,JP,word_tfidf,svc,"[[799 245]
 [179 504]]",0.754487551,0.747108621,0.8355828190000001,317.0213349
99,kaggle_noSW,5,JP,word_tfidf,lgb,"[[867 177]
 [180 503]]",0.79328315,0.783673031,0.86694098,135.4140687
0,kaggle_noSW,1,JP,combo,cnb,"[[741 303]
 [244 440]]",0.6834490740740741,0.6735437073437263,0.7500042011158162,0.14261674880981445
1,kaggle_noSW,1,JP,combo,rf,"[[964  80]
 [286 398]]",0.7881944444444444,0.7627395870691634,0.8687963523111738,3.3201913833618164
2,kaggle_noSW,1,JP,combo,lgr,"[[818 226]
 [246 438]]",0.7268518518518519,0.7129713568207028,0.7891151889941969,17.70117449760437
3,kaggle_noSW,1,JP,combo,svc,"[[855 189]
 [184 500]]",0.7841435185185185,0.7746317342311551,0.8415423136385023,1330.3325090408325
4,kaggle_noSW,1,JP,combo,lgb,"[[910 134]
 [183 501]]",0.8165509259259259,0.8056638106249576,0.8797164526898344,275.4753081798553
