Filename,Segment,WC,Analytic,Clout,Authentic,Tone,Sixltr,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
row_2251.txt,1,947,33.20,60.83,34.35,61.82,9.29,61.14,18.37,12.99,6.86,0.21,2.11,2.85,0.95,5.39,6.12,12.67,11.51,8.24,6.55,1.16,22.81,8.13,1.90,2.96,1.06,2.64,8.34,5.07,3.17,0.74,0.53,0.63,12.25,0.00,0.32,0.84,2.32,20.17,4.65,2.53,3.59,6.02,2.43,3.70,3.91,1.37,1.48,0.95,0.84,0.21,0.21,0.11,0.21,6.55,1.48,1.06,2.53,1.58,0.53,0.84,20.27,0.63,9.82,0.74,4.96,4.01,0.21,0.21,0.00,0.11,0.11,0.00,2.22,0.11,1.06,0.21,0.74,0.00
row_2252.txt,1,1059,48.07,49.24,61.53,42.93,10.20,66.57,19.92,11.99,6.23,0.38,2.64,1.61,1.13,7.93,7.27,17.47,10.01,6.61,7.84,1.98,20.87,4.82,2.93,2.83,1.04,2.46,5.48,3.21,2.27,0.47,0.94,0.09,10.10,0.00,0.09,1.32,0.38,15.11,2.55,1.89,2.55,4.15,1.23,4.91,2.64,0.47,1.23,0.85,1.79,0.28,0.57,0.00,0.57,5.19,1.42,0.94,1.89,1.51,0.19,0.66,18.60,1.98,13.22,2.74,6.23,4.34,0.76,0.38,0.09,0.19,0.19,0.28,1.23,0.19,0.28,0.09,0.28,0.09
row_2253.txt,1,821,50.00,38.96,70.54,36.48,14.86,62.73,17.78,12.91,7.80,0.24,2.56,1.34,0.97,4.87,7.80,14.98,9.99,6.94,7.55,1.46,18.15,4.26,2.19,1.58,0.49,2.07,4.99,2.80,2.19,0.61,0.85,0.24,7.92,0.37,0.00,0.00,1.71,15.96,3.65,1.83,2.44,3.78,1.46,4.26,2.68,0.97,1.22,0.49,0.61,0.12,0.37,0.00,0.00,4.51,0.73,1.10,0.97,1.34,0.85,0.61,17.66,1.22,12.30,1.58,5.97,4.87,1.34,0.37,0.12,0.12,0.73,0.24,0.61,0.00,0.37,0.00,0.24,0.12
row_2254.txt,1,1153,57.99,25.20,89.00,74.26,10.49,67.13,17.87,12.14,9.54,0.35,0.61,1.04,0.61,5.72,7.11,19.34,10.49,8.76,6.85,0.61,19.34,6.33,2.69,1.82,1.13,2.25,7.11,4.86,2.25,0.35,0.26,0.61,6.33,0.00,0.09,1.04,0.00,14.92,2.25,2.17,1.82,4.34,2.17,3.73,1.73,0.52,0.69,0.52,1.04,0.26,0.17,0.09,0.09,7.46,1.56,1.56,1.56,2.34,0.95,1.13,17.35,1.30,15.70,2.60,8.41,4.86,0.61,0.87,0.17,0.43,0.09,0.00,0.87,0.09,0.17,0.26,0.43,0.00
row_2255.txt,1,858,75.73,71.21,54.50,89.84,9.79,64.34,17.13,11.19,5.13,0.12,3.61,0.70,1.63,5.94,9.67,19.00,9.56,6.29,6.41,0.47,19.58,6.53,3.50,1.98,1.40,3.85,5.01,4.43,0.58,0.12,0.00,0.12,10.96,0.00,0.12,0.47,0.70,16.90,4.43,2.33,1.63,5.71,1.63,3.50,3.15,1.40,0.70,1.05,0.35,0.00,0.23,0.00,0.00,4.90,0.70,1.40,1.40,1.63,0.12,0.58,17.25,1.28,10.96,1.28,6.29,3.26,1.52,0.47,0.00,0.35,0.12,0.00,0.23,0.00,0.00,0.12,0.12,0.00
row_2256.txt,1,967,43.42,38.20,70.31,54.98,11.38,62.98,17.37,11.07,7.45,0.83,2.07,0.00,0.72,6.31,7.14,14.58,11.27,8.69,6.41,1.24,21.92,5.07,1.96,1.96,0.41,2.07,5.48,3.52,1.96,0.72,0.52,0.21,6.62,0.00,0.10,0.00,0.10,16.96,3.93,2.07,1.65,6.00,1.96,3.62,2.38,0.83,0.62,0.83,1.24,0.21,0.41,0.00,0.21,5.27,1.34,1.03,1.14,1.65,0.21,1.03,19.75,1.76,10.86,1.34,6.31,2.79,0.52,0.41,0.00,0.62,0.10,0.00,2.38,0.21,0.93,0.62,0.72,0.10
row_2257.txt,1,1135,57.92,38.21,69.46,89.31,10.75,64.58,17.18,12.42,8.28,0.26,1.85,1.15,0.88,4.76,8.19,16.30,12.16,6.52,5.29,1.50,20.00,6.78,3.70,1.50,1.23,3.17,6.08,4.93,1.15,0.35,0.35,0.09,8.02,0.35,0.18,0.88,0.97,17.00,4.85,2.20,2.11,4.05,2.20,3.35,2.11,0.53,0.53,0.88,0.79,0.00,0.00,0.00,0.09,4.67,1.59,1.06,1.76,1.06,0.18,0.44,18.24,0.53,10.84,0.97,7.05,2.91,0.88,0.53,0.18,0.18,0.09,0.09,0.79,0.00,0.09,0.35,0.44,0.00
row_2258.txt,1,1030,38.47,44.60,53.69,80.36,12.62,65.34,20.00,13.01,7.67,0.58,1.17,2.62,0.97,6.99,7.18,14.95,11.07,8.93,6.21,0.97,17.38,5.44,2.43,2.52,0.78,3.01,5.44,4.17,1.17,0.29,0.19,0.10,9.81,0.10,0.19,1.36,1.65,15.92,2.33,1.36,2.33,4.85,2.04,4.17,1.84,0.68,0.87,0.29,1.36,0.10,0.39,0.39,0.29,5.34,1.46,1.07,1.55,1.65,0.19,0.97,16.70,1.07,12.33,1.36,5.53,5.34,0.49,0.78,0.00,0.00,0.19,0.10,0.39,0.10,0.00,0.10,0.00,0.10
row_2259.txt,1,1135,63.73,44.05,74.88,74.92,10.93,62.64,17.53,11.72,7.14,0.09,1.85,1.06,1.59,5.73,9.25,16.04,9.34,7.49,5.46,1.50,18.15,6.96,2.56,2.11,1.41,2.82,8.19,5.37,2.73,0.44,1.06,0.26,8.81,0.00,0.18,0.18,1.06,13.66,2.91,1.94,1.23,3.79,1.94,3.17,2.11,0.62,0.79,0.70,0.62,0.09,0.09,0.00,0.09,7.67,0.88,1.67,2.91,2.56,0.44,0.88,16.56,0.88,14.10,1.67,7.84,4.93,0.97,0.44,0.09,0.62,0.09,0.00,1.59,0.44,0.44,0.62,0.00,0.00
row_2260.txt,1,803,42.32,62.23,42.08,36.74,10.46,63.26,18.56,12.08,5.35,0.75,3.11,0.75,2.12,6.48,7.22,14.20,12.70,5.98,5.60,2.24,21.67,5.48,2.49,2.86,1.37,2.24,5.11,2.74,2.12,0.75,0.50,0.25,10.59,0.00,0.25,0.12,1.00,17.43,4.98,3.74,1.49,3.74,1.37,3.74,1.87,0.50,1.12,0.12,0.50,0.37,0.12,0.00,0.00,5.48,1.25,1.12,2.37,1.25,0.12,0.00,20.67,1.62,7.97,1.00,3.99,3.11,0.62,0.12,0.00,0.00,0.12,0.12,0.62,0.00,0.12,0.12,0.37,0.00
row_2261.txt,1,1118,46.73,48.57,71.56,49.04,10.91,65.56,16.73,12.16,6.98,0.36,3.49,0.89,0.45,4.56,6.98,17.26,11.18,9.93,7.60,0.89,19.23,5.37,2.95,1.88,0.72,3.58,6.26,3.76,2.50,0.54,0.45,0.98,8.14,0.54,0.27,0.45,1.43,17.35,3.40,1.07,2.59,5.99,2.24,4.47,2.68,0.89,1.07,0.72,0.54,0.00,0.09,0.00,0.18,4.56,1.52,0.89,0.98,1.16,0.36,0.72,16.19,0.81,13.06,1.25,6.89,5.01,1.07,0.18,0.00,0.09,0.00,0.00,0.63,0.00,0.00,0.27,0.36,0.00
row_2262.txt,1,733,62.46,39.24,46.43,82.10,12.55,63.71,17.87,11.32,6.82,0.14,2.59,1.36,0.41,6.55,8.46,16.92,7.50,7.91,6.82,1.77,15.42,5.46,2.46,1.91,0.55,2.59,5.73,4.37,1.23,0.27,0.27,0.00,7.91,0.14,0.00,1.50,0.14,17.74,4.23,1.77,3.00,5.05,2.46,4.77,3.00,1.50,0.55,0.95,1.23,0.55,0.41,0.00,0.00,4.23,1.50,0.41,1.23,0.82,0.41,0.41,13.37,0.41,9.00,0.82,6.82,1.50,0.14,0.41,0.00,0.14,0.00,0.27,0.41,0.00,0.14,0.14,0.14,0.00
row_2263.txt,1,931,79.00,66.63,63.65,11.77,9.77,66.17,18.47,12.24,5.80,0.43,4.30,1.61,0.11,6.23,10.53,19.44,9.13,6.12,5.05,0.86,18.90,5.80,2.15,2.04,0.97,2.04,6.87,2.90,3.97,0.75,1.40,1.18,9.56,0.00,0.00,0.97,0.64,13.32,4.30,1.61,1.61,3.11,1.29,2.90,3.65,0.64,1.07,1.93,1.29,0.75,0.32,0.11,0.11,4.19,0.86,0.43,2.15,0.64,0.21,1.40,15.57,0.86,13.32,1.83,8.16,3.76,0.32,0.00,0.00,0.11,0.00,0.11,0.86,0.43,0.00,0.11,0.32,0.00
row_2264.txt,1,1116,36.92,51.08,55.72,45.52,10.57,68.46,20.70,14.25,8.06,0.18,3.49,0.99,1.52,6.45,8.42,15.05,12.19,9.77,4.75,1.70,21.33,5.82,2.78,1.70,0.54,2.78,6.63,3.76,2.69,0.63,0.45,0.45,10.66,0.09,0.36,0.90,0.27,17.38,3.41,1.25,2.60,4.30,2.87,4.21,3.67,1.16,1.34,0.99,0.45,0.00,0.36,0.00,0.09,4.03,0.99,0.54,0.99,1.25,0.54,1.25,18.28,0.99,9.77,1.70,4.57,3.76,0.27,0.27,0.00,0.00,0.18,0.18,0.81,0.09,0.27,0.18,0.09,0.09
row_2265.txt,1,1194,52.43,57.96,51.26,81.58,12.48,64.66,15.16,8.88,4.36,0.08,3.43,0.59,0.42,6.28,8.88,15.41,12.48,8.63,7.37,0.75,20.02,7.45,3.18,2.18,1.42,4.02,5.95,4.52,1.42,0.34,0.08,0.42,7.71,0.25,0.17,0.75,0.59,17.25,5.70,1.17,1.68,4.94,2.01,3.94,2.35,0.50,1.09,0.67,0.42,0.00,0.17,0.17,0.00,3.77,0.67,0.59,1.26,1.34,0.42,0.75,17.00,1.26,9.46,0.50,5.95,2.68,0.59,0.25,0.00,0.00,0.00,0.00,0.84,0.17,0.25,0.42,0.17,0.00
row_2266.txt,1,840,23.23,64.41,59.88,68.46,14.76,66.19,18.69,10.83,3.81,0.48,4.88,0.60,1.07,7.86,5.95,14.05,13.93,9.52,6.90,2.14,20.83,4.64,2.98,3.10,0.48,2.50,6.55,4.40,2.14,0.24,0.48,0.24,9.52,0.00,0.12,0.00,0.60,22.02,5.71,2.86,2.98,5.12,3.21,5.00,2.26,0.48,0.83,0.83,0.71,0.00,0.00,0.12,0.00,5.60,1.55,1.19,2.02,1.43,0.48,0.36,19.76,0.48,11.55,1.31,5.24,4.76,0.71,0.24,0.00,0.00,0.00,0.24,0.36,0.24,0.00,0.12,0.00,0.00
row_2267.txt,1,772,68.38,25.01,68.93,55.05,9.84,67.62,16.84,11.14,8.16,0.00,1.17,1.42,0.39,5.70,8.16,20.21,11.01,6.99,6.74,1.04,19.56,6.48,3.76,1.30,0.78,2.46,7.25,4.27,2.72,0.26,1.04,0.26,6.09,0.00,0.26,0.26,1.68,14.64,2.20,2.59,2.07,3.76,1.30,3.89,2.98,0.78,0.91,1.30,1.55,0.26,0.26,0.52,0.39,5.31,0.65,1.81,1.94,1.30,0.52,0.78,17.23,1.30,13.21,1.42,7.64,4.66,1.17,0.39,0.00,0.26,0.00,0.00,1.68,0.91,0.26,0.26,0.26,0.00
row_2268.txt,1,334,73.93,53.59,78.57,84.06,7.19,61.38,17.66,13.47,8.68,0.90,2.99,0.60,0.30,4.19,10.18,15.87,11.08,5.69,3.29,0.30,18.86,4.79,2.40,1.20,1.20,2.10,3.89,3.59,0.30,0.00,0.00,0.30,6.89,0.30,0.00,0.00,1.20,9.28,2.99,1.20,0.90,2.40,1.50,0.90,1.80,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,5.99,1.20,0.00,2.69,1.80,0.30,1.80,16.77,1.20,14.67,2.40,8.68,3.89,1.20,0.00,0.00,0.00,0.00,0.30,2.10,0.00,1.80,0.00,0.30,0.00
row_2269.txt,1,695,63.12,40.91,49.09,25.77,13.09,63.60,13.81,8.49,4.32,0.43,2.73,0.72,0.29,5.32,9.50,15.25,12.81,7.48,4.60,2.30,19.71,6.19,3.17,1.29,1.01,3.74,5.76,2.88,2.88,0.14,1.15,0.43,6.76,0.00,0.14,0.58,0.29,16.98,3.88,1.58,1.44,5.32,1.73,5.04,1.87,0.58,1.01,0.14,0.43,0.00,0.00,0.43,0.00,4.75,0.86,1.15,0.86,1.01,1.29,0.72,17.84,1.73,9.78,1.01,5.90,3.17,0.72,0.43,0.00,0.14,0.00,0.00,1.73,0.58,0.14,0.58,0.29,0.14
row_2270.txt,1,1067,71.43,81.08,38.27,92.10,12.93,64.57,16.78,10.78,3.19,0.37,5.72,1.12,0.37,6.00,10.50,16.59,9.47,6.94,6.00,0.94,16.12,5.62,2.53,2.16,1.31,2.06,6.47,5.25,1.12,0.09,0.28,0.00,10.78,0.00,0.00,0.19,0.84,14.25,3.00,1.59,1.97,5.25,1.59,3.66,1.69,0.56,0.75,0.37,0.56,0.19,0.28,0.09,0.00,6.37,0.66,1.22,2.91,1.50,0.56,1.41,14.43,1.41,12.46,2.25,6.65,3.47,1.69,0.28,0.00,0.37,0.00,0.00,0.94,0.28,0.28,0.09,0.09,0.19
row_2271.txt,1,802,58.80,55.45,23.72,74.52,12.72,63.34,17.08,10.22,5.11,0.12,2.00,2.37,0.62,6.86,8.73,15.59,11.10,8.10,4.99,0.87,18.45,6.48,3.49,1.87,0.75,4.24,5.99,4.24,1.62,0.37,0.50,0.25,7.98,0.00,0.00,0.75,1.62,14.96,4.24,2.12,1.50,2.99,3.12,2.74,2.24,0.75,0.62,0.75,0.25,0.00,0.00,0.00,0.00,2.99,1.00,0.50,0.87,1.00,0.25,0.87,16.33,0.87,8.48,1.87,4.99,2.00,0.62,0.00,0.00,0.12,0.00,0.00,1.25,0.00,0.12,0.62,0.37,0.12
row_2272.txt,1,904,50.75,29.76,76.48,75.11,9.73,62.39,17.37,10.73,7.52,0.33,1.99,0.00,0.88,6.64,6.86,15.60,7.63,8.30,7.52,2.32,18.03,6.86,2.43,1.77,0.66,2.32,8.41,5.53,2.88,0.55,0.44,0.44,7.19,0.00,0.00,0.11,0.00,20.02,4.54,1.88,3.10,5.64,2.88,4.98,2.99,0.77,1.33,0.66,1.11,0.22,0.11,0.00,0.11,7.19,1.22,0.88,1.99,2.21,1.22,0.66,16.04,1.33,11.39,1.44,6.42,3.54,0.44,0.33,0.00,0.00,0.11,0.11,0.88,0.00,0.11,0.55,0.11,0.11
row_2273.txt,1,1058,62.62,29.17,80.16,79.25,10.30,64.46,17.20,11.25,8.79,0.47,1.04,0.47,0.47,5.95,8.60,16.82,9.45,7.94,6.14,1.13,17.86,4.35,2.17,1.70,1.89,2.84,5.20,4.06,1.13,0.00,0.38,0.09,6.43,0.38,0.09,0.38,0.47,14.84,3.02,1.23,2.27,5.67,1.89,3.50,1.80,0.19,0.85,0.76,0.95,0.47,0.19,0.00,0.00,6.14,1.51,1.04,1.61,1.80,0.66,1.13,15.69,1.23,13.52,1.42,7.18,5.01,0.66,0.19,0.09,0.28,0.00,0.09,1.13,0.00,0.38,0.47,0.09,0.19
row_2274.txt,1,953,69.40,33.72,77.86,61.59,10.28,64.85,17.42,9.55,7.03,0.00,1.57,0.42,0.52,7.87,10.07,16.79,8.92,7.87,5.88,0.63,18.05,5.35,2.20,1.68,0.84,2.31,5.88,3.78,1.89,0.63,0.63,0.42,5.56,0.00,0.00,0.00,0.42,14.48,3.57,2.31,1.26,3.78,1.68,3.46,2.10,1.05,0.52,0.52,0.84,0.42,0.00,0.00,0.10,5.35,0.63,1.36,1.47,1.99,0.31,0.84,15.95,0.73,13.22,1.47,7.45,4.20,0.84,0.31,0.00,0.21,0.21,0.00,1.15,0.21,0.10,0.52,0.21,0.10
row_2275.txt,1,679,34.94,65.47,58.17,93.12,11.78,64.06,20.62,13.25,6.48,0.44,3.98,0.44,1.91,7.36,6.04,14.58,10.16,8.98,5.89,1.33,16.20,6.33,4.27,1.62,0.88,3.39,7.51,5.89,1.62,0.15,0.74,0.00,11.19,0.00,0.00,0.44,0.59,16.35,3.68,1.33,1.91,4.86,2.65,3.83,2.65,0.59,0.88,0.88,0.59,0.00,0.15,0.00,0.15,6.04,1.33,0.59,2.65,1.33,0.59,0.44,15.61,0.44,10.60,1.62,5.74,3.24,0.29,0.59,0.00,0.15,0.00,0.00,3.24,0.00,2.06,0.29,1.18,0.15
row_2276.txt,1,1098,59.00,29.85,82.83,95.69,11.02,58.11,15.57,11.57,7.47,0.18,1.91,1.00,1.00,4.01,8.11,13.48,7.83,8.74,5.56,1.64,15.30,7.29,3.46,1.00,1.00,3.19,7.74,6.19,1.46,0.09,0.09,0.64,6.56,0.36,0.18,1.18,0.36,14.85,3.55,0.82,1.46,4.10,1.64,4.74,3.28,1.00,0.64,1.00,2.73,1.82,0.09,0.00,0.09,7.01,1.46,1.18,2.46,2.09,0.18,1.09,13.21,0.82,13.39,0.91,7.47,4.83,0.82,0.64,0.00,0.09,0.09,0.09,1.09,0.09,0.18,0.55,0.27,0.00
row_2277.txt,1,1034,58.90,77.76,26.40,85.15,10.54,66.05,18.38,11.90,3.97,0.97,4.45,2.13,0.39,6.48,8.41,17.50,11.03,6.58,6.00,1.74,20.02,7.83,3.48,1.74,0.87,2.13,8.90,6.09,2.71,0.19,0.48,0.48,11.03,0.00,0.00,0.58,1.55,14.22,3.19,2.32,1.64,3.09,2.22,3.00,4.06,1.16,1.35,1.35,0.77,0.19,0.29,0.10,0.19,6.67,1.64,1.16,1.93,2.42,0.48,0.58,18.38,0.97,10.83,1.55,6.00,3.19,0.77,0.29,0.10,0.00,0.10,0.19,1.26,0.10,0.00,0.48,0.68,0.00
row_2278.txt,1,990,39.58,40.83,70.57,48.24,10.71,66.16,19.90,12.32,7.37,0.20,2.83,0.61,1.31,7.58,6.67,15.66,11.92,7.88,5.05,2.22,20.30,6.77,2.22,2.42,0.81,2.12,8.79,4.85,3.64,0.71,1.31,0.61,9.19,0.20,0.51,0.71,0.51,16.57,3.94,1.82,2.02,3.54,2.22,4.75,2.22,0.51,0.61,1.11,0.91,0.20,0.30,0.00,0.00,6.46,1.52,1.01,1.72,2.02,0.51,0.40,18.38,0.40,10.81,1.92,4.95,4.24,0.40,0.61,0.00,0.00,0.00,0.10,0.71,0.20,0.20,0.20,0.10,0.00
row_2279.txt,1,903,37.92,41.68,51.01,41.81,11.85,63.57,17.72,10.96,5.76,0.55,3.65,0.55,0.44,6.76,7.09,13.62,11.96,6.53,6.42,3.32,19.38,3.88,2.10,1.55,0.55,1.00,6.76,3.77,2.88,0.00,1.55,0.22,8.31,0.11,0.11,0.11,0.78,17.61,5.20,1.99,2.44,2.99,2.44,5.20,2.55,0.89,1.11,0.22,1.33,0.22,0.44,0.00,0.33,3.77,1.11,0.89,1.00,0.55,0.22,0.44,17.83,0.89,7.97,0.66,4.32,2.66,0.55,0.33,0.00,0.00,0.78,0.22,1.33,0.33,0.33,0.44,0.22,0.11
row_2280.txt,1,431,58.07,32.97,27.44,42.62,14.15,56.61,14.85,8.12,5.10,0.00,2.55,0.00,0.46,6.73,6.96,14.85,10.44,6.50,5.34,2.78,17.17,7.19,3.25,2.09,0.46,3.02,9.28,5.10,4.18,0.00,2.78,0.93,6.96,0.00,0.00,0.00,0.00,14.85,2.09,1.86,1.86,5.10,1.86,3.94,1.39,0.23,0.93,0.23,3.48,0.70,0.00,1.86,0.46,4.41,0.70,0.93,1.62,1.62,0.46,0.23,15.55,0.70,8.12,1.62,4.18,2.78,1.39,0.46,0.00,0.23,0.46,0.23,3.71,2.09,1.16,0.23,0.23,0.23
row_2281.txt,1,1053,53.96,39.14,67.61,93.74,11.02,59.73,17.09,11.87,7.98,0.09,2.28,0.85,0.66,5.22,7.31,14.34,8.64,7.98,6.27,1.23,18.14,6.84,2.09,1.61,1.23,2.37,9.21,6.74,2.37,0.28,0.28,0.19,9.31,0.19,0.38,0.95,0.85,16.05,3.51,1.80,2.18,4.18,1.99,4.94,2.75,0.57,0.85,0.95,1.99,0.85,0.19,0.00,0.09,6.46,2.37,0.85,1.61,1.52,0.76,0.57,15.67,0.76,10.35,1.71,6.36,2.37,0.47,0.38,0.00,0.00,0.00,0.00,2.18,0.28,0.95,0.76,0.28,0.19
row_2282.txt,1,571,68.99,45.13,22.48,74.66,11.91,63.22,15.76,8.23,4.55,0.18,1.58,1.05,0.88,7.53,10.51,15.59,10.68,5.78,5.95,1.93,17.16,4.73,2.28,1.05,1.05,2.98,3.85,3.15,0.53,0.00,0.00,0.00,7.71,0.00,0.18,0.70,0.70,12.78,2.28,1.58,2.10,4.03,0.88,4.03,1.93,0.35,1.05,0.53,1.58,0.35,0.88,0.00,0.35,4.90,0.53,1.23,1.58,1.93,0.00,0.53,15.06,0.53,8.76,0.70,5.78,2.28,0.88,0.70,0.00,0.00,0.35,0.00,0.18,0.18,0.00,0.00,0.00,0.00
row_2283.txt,1,841,50.40,16.77,81.58,52.54,9.51,64.21,16.17,12.25,9.39,0.12,1.55,0.48,0.71,3.92,7.02,16.17,13.56,7.37,4.40,2.50,23.90,4.99,3.21,1.07,0.36,3.09,6.78,4.04,2.62,0.36,0.83,0.83,5.71,0.00,0.36,0.59,0.36,17.95,4.16,1.31,2.62,5.59,1.43,4.76,3.92,1.19,1.43,1.31,0.48,0.12,0.12,0.00,0.24,5.35,0.36,2.26,1.55,2.14,0.48,1.90,21.76,0.71,11.18,1.78,6.42,2.85,0.59,1.07,0.00,0.24,0.00,0.00,1.07,0.36,0.36,0.00,0.24,0.00
row_2284.txt,1,280,46.59,75.14,52.86,90.55,10.71,63.57,18.93,9.64,3.93,0.36,4.64,0.00,0.71,9.29,6.07,16.79,10.36,6.79,7.86,1.07,20.36,8.21,2.50,2.14,1.07,2.50,8.93,6.43,2.50,0.71,1.43,0.00,11.07,0.00,0.00,0.00,0.71,15.71,3.21,2.50,2.14,5.00,1.79,3.93,4.29,0.71,2.50,1.07,1.43,0.00,0.00,0.71,0.00,5.00,1.79,0.71,2.14,1.79,0.00,1.07,18.21,1.43,12.50,1.79,5.71,5.00,0.71,0.36,0.36,0.00,0.00,0.00,0.36,0.36,0.00,0.00,0.00,0.00
row_2285.txt,1,1133,31.01,69.88,31.94,46.95,8.74,70.34,22.15,15.09,6.44,0.97,2.74,4.06,0.88,7.06,6.97,16.06,12.97,7.50,6.88,1.41,22.86,4.68,3.09,3.18,0.35,2.56,4.94,3.00,1.85,0.26,0.71,0.26,13.50,0.09,0.35,0.35,4.06,16.06,3.44,2.03,3.71,4.41,1.06,4.15,1.94,0.44,0.62,0.71,0.88,0.09,0.09,0.00,0.26,6.35,2.12,1.24,1.94,1.68,0.35,0.71,20.30,0.88,11.92,1.68,7.24,3.62,0.44,0.18,0.00,0.09,0.09,0.00,0.44,0.00,0.09,0.09,0.18,0.00
row_2286.txt,1,920,39.80,33.96,84.40,54.42,10.22,63.70,20.76,13.15,9.02,0.43,1.63,0.98,1.09,7.61,7.17,14.57,9.24,7.39,7.93,0.98,20.33,5.43,2.50,2.17,1.63,2.72,5.22,3.37,1.85,0.43,0.43,0.43,8.26,0.00,0.22,0.43,0.65,17.83,3.91,1.85,1.96,6.30,1.85,4.24,2.17,0.76,0.76,0.54,1.09,0.00,0.11,0.22,0.22,6.41,2.07,1.30,1.63,1.41,0.33,1.09,17.83,1.20,12.83,1.41,5.33,5.98,1.20,0.43,0.00,0.00,0.00,0.11,0.76,0.22,0.00,0.54,0.00,0.00
row_2287.txt,1,1307,48.87,88.36,37.27,83.07,6.50,66.34,25.63,19.43,8.19,0.99,3.98,5.20,1.07,6.20,7.80,16.53,7.65,6.20,5.66,0.54,20.50,4.13,1.99,2.07,0.15,2.30,6.12,4.67,1.45,0.69,0.15,0.38,18.97,0.00,1.22,0.15,5.66,14.92,5.43,1.84,2.14,3.90,0.38,3.29,4.51,0.46,2.75,1.15,0.31,0.15,0.00,0.00,0.00,5.51,2.83,0.77,0.99,1.07,0.08,1.38,18.29,0.77,9.49,0.84,4.59,4.28,0.38,0.61,0.00,0.08,0.00,0.08,1.61,0.00,0.69,0.54,0.31,0.00
row_2288.txt,1,1269,28.46,46.85,45.05,42.95,8.67,69.03,18.52,14.58,7.88,0.47,2.05,3.23,0.95,3.94,9.06,12.92,15.45,8.59,6.78,1.58,23.96,4.65,2.76,1.97,0.71,3.15,5.04,2.99,2.05,0.24,0.32,0.95,11.27,0.16,0.32,1.89,1.89,14.81,3.47,0.47,2.68,3.70,2.05,5.12,2.36,0.39,1.42,0.55,0.55,0.08,0.24,0.00,0.00,5.44,1.50,0.55,1.58,1.89,0.16,0.79,21.36,0.39,9.69,0.71,6.30,2.60,0.24,0.16,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.16,0.24,0.00
row_2289.txt,1,1225,31.77,67.61,51.50,64.46,11.27,69.47,22.86,13.47,5.39,0.82,3.51,2.86,0.90,9.39,6.20,16.57,11.27,7.84,6.53,1.88,21.55,4.90,2.78,2.86,0.41,2.29,5.22,3.51,1.47,0.65,0.41,0.08,13.06,0.00,0.33,0.65,2.29,20.24,6.12,1.88,2.37,5.31,2.20,5.55,2.45,0.08,0.98,1.31,0.00,0.00,0.00,0.00,0.00,5.39,1.80,0.73,1.63,1.47,0.24,0.41,19.02,0.90,9.39,1.55,5.55,2.45,0.41,0.00,0.00,0.00,0.00,0.08,0.57,0.00,0.00,0.16,0.33,0.08
row_2290.txt,1,1218,31.79,62.56,61.96,71.95,10.02,67.82,19.05,13.22,5.67,0.49,3.53,2.63,0.90,5.83,7.88,14.86,12.81,9.77,7.14,1.56,21.59,6.08,3.04,1.64,1.31,1.97,6.57,4.43,1.97,0.33,0.41,0.41,11.58,0.00,0.41,0.08,2.87,16.83,4.11,1.64,1.97,4.60,1.56,5.17,2.71,0.57,0.82,1.23,0.41,0.00,0.08,0.00,0.00,5.58,1.56,1.56,1.15,1.48,0.41,1.15,18.97,1.23,12.48,1.23,6.40,4.68,0.90,0.16,0.00,0.00,0.08,0.08,1.07,0.00,0.16,0.33,0.57,0.00
row_2291.txt,1,957,35.85,38.88,65.60,51.17,11.91,65.31,19.23,12.02,6.58,0.31,4.39,0.21,0.52,7.21,5.22,15.88,12.96,6.79,5.22,2.93,20.59,6.17,3.03,1.99,0.84,2.72,6.06,3.66,2.30,0.21,0.63,0.63,8.46,0.00,0.10,0.00,0.21,18.81,3.55,1.88,3.66,4.28,1.78,5.96,2.61,0.63,0.84,0.94,1.78,0.52,0.21,0.10,0.63,5.85,1.25,1.57,1.46,1.67,0.63,0.31,17.97,0.63,11.18,1.15,6.17,3.87,0.84,0.31,0.00,0.00,0.10,0.00,1.88,0.52,0.52,0.73,0.00,0.00
row_2292.txt,1,798,66.05,30.36,54.51,83.63,8.27,58.02,14.54,10.28,7.52,0.25,1.38,1.00,0.13,4.26,8.02,15.29,9.52,7.27,6.27,0.88,16.42,3.38,1.25,1.25,0.38,3.01,5.26,4.26,1.00,0.13,0.25,0.25,4.64,0.00,0.63,0.50,1.00,11.28,2.88,1.75,1.75,2.88,0.88,2.76,1.75,0.63,0.50,0.63,0.75,0.25,0.25,0.13,0.00,3.51,0.88,0.63,0.75,1.25,0.13,0.50,14.41,0.88,11.28,1.63,7.52,2.01,1.13,0.25,0.00,0.13,0.00,0.00,1.38,0.25,0.88,0.13,0.13,0.13
