Filename,Segment,WC,Analytic,Clout,Authentic,Tone,Sixltr,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
row_0000.txt,1,375,92.48,72.12,48.67,79.30,10.67,62.67,13.87,8.80,3.20,0.00,4.27,0.80,0.53,5.07,10.67,21.33,7.47,5.33,5.33,0.80,13.60,7.20,4.80,2.13,1.33,4.00,4.53,3.73,0.80,0.27,0.00,0.53,7.20,0.00,0.27,0.27,0.53,11.47,1.60,1.87,1.33,3.73,2.13,1.60,1.33,1.07,0.00,0.27,0.53,0.00,0.27,0.00,0.27,6.13,0.53,2.13,2.93,2.40,0.27,0.53,11.47,0.53,16.53,1.07,10.40,4.80,1.33,1.60,0.00,0.00,0.00,0.00,0.80,0.00,0.53,0.00,0.27,0.00
row_0001.txt,1,868,61.30,43.13,71.59,51.65,7.83,63.13,19.82,14.98,9.91,0.23,3.11,0.69,1.04,4.84,8.53,16.36,9.33,5.30,6.57,0.81,17.17,6.68,3.69,1.27,1.27,2.30,5.41,3.34,1.96,0.12,0.69,0.46,8.64,0.00,0.23,0.23,0.92,10.37,2.30,1.50,1.96,2.88,0.81,3.00,1.61,0.46,0.81,0.23,1.15,0.46,0.35,0.00,0.23,6.34,1.38,1.50,2.19,1.61,0.46,0.69,15.44,1.15,11.87,1.38,6.68,4.03,0.46,0.69,0.00,0.00,0.12,0.00,0.23,0.00,0.00,0.23,0.00,0.00
row_0002.txt,1,598,43.49,61.85,44.93,69.88,12.71,63.55,17.89,7.86,3.34,0.00,4.01,0.17,0.33,9.87,5.18,16.39,10.54,8.86,6.35,1.17,17.73,5.69,3.34,2.68,1.00,2.17,6.35,4.35,2.01,0.17,0.33,0.33,7.19,0.00,0.00,0.00,0.17,17.73,3.85,2.34,3.18,4.68,2.84,3.68,2.17,1.00,0.50,0.50,0.33,0.17,0.00,0.00,0.17,5.35,0.67,1.84,1.34,1.84,0.50,1.17,16.22,1.67,12.71,0.50,6.69,5.52,1.17,0.50,0.00,0.00,0.33,0.00,1.17,0.00,0.17,0.50,0.17,0.33
row_0003.txt,1,804,51.58,59.33,40.30,58.72,12.31,64.68,18.53,12.69,6.09,1.00,3.98,1.24,0.37,5.85,8.21,16.29,10.82,7.96,6.09,1.49,18.53,7.34,3.98,1.62,0.75,4.48,5.72,3.73,1.99,0.25,0.75,0.25,10.20,0.00,0.12,0.87,0.37,17.66,3.61,2.36,2.36,5.10,2.61,4.98,3.61,0.75,1.87,0.75,0.25,0.00,0.12,0.12,0.00,4.35,1.37,0.75,1.62,0.50,0.12,0.50,15.92,0.87,8.46,0.50,5.47,2.61,1.00,0.37,0.12,0.00,0.37,0.00,1.00,0.25,0.50,0.12,0.00,0.00
row_0004.txt,1,685,46.04,63.14,15.42,64.51,10.07,66.42,17.08,10.80,3.50,0.58,2.34,2.77,1.61,6.28,7.45,16.06,16.20,5.26,5.55,1.75,23.36,7.15,3.07,2.19,0.58,3.21,6.57,4.23,2.19,0.15,0.73,0.15,10.95,0.15,0.00,1.02,1.75,13.43,2.34,1.02,2.63,3.21,1.17,4.82,1.75,0.44,0.88,0.15,1.31,0.15,0.00,0.15,1.02,8.32,1.46,2.34,2.48,2.77,0.29,0.29,21.46,0.73,9.64,1.61,5.99,1.90,0.88,1.02,0.15,0.44,0.00,0.15,0.44,0.44,0.00,0.00,0.00,0.00
row_0005.txt,1,1082,50.18,60.22,29.89,38.95,9.89,65.90,15.62,9.15,3.05,0.65,2.77,1.76,0.92,6.47,7.58,17.01,14.60,6.65,6.84,1.76,22.37,5.45,3.60,1.66,0.92,2.77,4.62,2.68,1.94,0.46,0.65,0.28,9.15,0.18,0.09,1.29,0.65,16.73,3.51,2.03,3.05,4.71,1.57,5.08,2.68,1.39,1.02,0.37,0.46,0.00,0.18,0.00,0.28,4.25,0.92,0.92,1.20,1.29,0.74,0.74,20.61,1.29,11.00,1.76,5.91,3.33,0.55,0.28,0.00,0.00,0.55,0.37,0.28,0.09,0.00,0.09,0.09,0.00
row_0006.txt,1,970,44.21,66.38,65.57,50.80,10.31,65.05,18.25,12.58,6.39,1.24,3.09,1.24,0.62,5.67,7.94,15.15,11.13,8.66,7.11,0.93,18.35,4.64,2.37,2.78,1.34,2.27,7.42,4.33,2.99,0.21,0.93,0.52,10.72,0.00,0.41,0.62,0.93,14.54,4.12,1.96,1.86,4.95,1.34,3.30,3.20,1.13,1.03,0.72,1.24,0.41,0.31,0.00,0.00,6.49,2.68,0.93,1.86,0.93,0.52,0.62,17.42,1.55,12.68,0.62,7.01,4.95,0.82,0.10,0.00,0.31,0.21,0.00,1.24,0.21,0.41,0.41,0.21,0.00
row_0007.txt,1,897,57.56,41.19,45.29,73.64,9.70,66.11,18.62,9.81,5.46,0.45,2.34,0.33,1.23,8.81,7.13,18.39,11.37,6.58,5.02,2.23,20.85,5.02,3.23,3.34,0.67,2.79,5.69,4.12,1.56,0.33,0.22,0.56,7.13,0.00,0.00,0.00,0.33,18.17,3.34,2.56,3.57,4.91,1.23,4.46,3.34,1.23,1.11,1.11,0.67,0.11,0.45,0.00,0.00,5.46,0.89,1.56,1.67,2.01,0.22,0.56,18.73,1.56,10.93,1.56,6.24,3.23,1.23,0.56,0.00,0.22,0.11,0.11,0.89,0.00,0.67,0.00,0.45,0.00
row_0008.txt,1,532,84.45,20.94,80.35,68.35,9.59,62.59,15.04,7.71,6.77,0.19,0.56,0.00,0.19,7.33,9.77,19.17,8.46,5.45,5.08,1.69,15.60,6.95,4.14,0.94,1.13,5.08,5.45,3.76,1.50,0.19,0.00,0.38,3.01,0.00,0.00,0.00,0.00,14.10,3.20,1.69,1.32,4.51,1.69,3.38,3.38,1.13,0.38,1.88,1.88,0.56,0.56,0.00,0.56,5.26,0.75,1.32,1.32,2.07,0.56,0.38,16.73,1.69,14.10,1.13,7.71,6.02,0.94,0.38,0.00,0.00,0.19,0.00,0.19,0.00,0.00,0.19,0.00,0.00
row_0009.txt,1,892,63.74,41.58,57.19,46.42,12.11,62.67,15.47,10.87,6.05,0.45,2.13,1.68,0.56,4.60,8.63,16.70,8.52,9.08,6.73,1.57,14.91,5.61,3.36,2.24,0.45,2.69,7.06,4.04,2.91,0.56,0.78,0.90,7.29,0.00,0.00,1.35,0.45,13.45,2.69,2.24,2.24,3.70,1.46,3.59,3.25,1.68,0.56,0.90,1.01,0.34,0.11,0.00,0.34,4.26,1.12,1.12,1.68,1.12,0.22,0.56,14.01,1.68,13.68,2.24,7.06,4.93,0.67,0.45,0.00,0.11,0.45,0.11,1.79,0.78,0.34,0.34,0.22,0.00
row_0010.txt,1,1009,52.37,78.03,40.28,19.83,11.00,67.89,21.41,14.37,5.75,0.10,5.25,2.38,0.89,7.04,9.42,16.35,11.00,6.84,5.55,1.09,20.02,5.05,2.58,2.78,0.69,2.08,4.16,1.88,2.28,0.30,0.40,0.79,12.49,0.10,0.40,1.09,1.68,10.70,2.08,2.18,1.78,2.48,0.99,3.27,1.09,0.30,0.69,0.10,1.39,0.10,1.19,0.00,0.30,5.95,0.89,0.69,2.18,1.68,1.09,0.79,17.74,1.49,12.59,2.28,7.63,2.68,0.69,0.00,0.10,0.50,0.40,0.10,0.40,0.00,0.30,0.00,0.00,0.10
row_0011.txt,1,576,30.85,55.52,67.86,55.21,9.20,66.32,18.58,13.54,6.42,0.69,3.82,0.35,2.26,5.03,6.60,14.76,10.94,11.11,7.64,1.04,20.49,4.34,2.78,1.74,0.69,4.17,5.73,3.65,2.08,0.35,0.52,0.87,10.76,0.00,0.35,0.35,0.17,20.31,3.82,1.91,2.60,8.68,0.87,6.25,2.95,0.35,1.39,1.22,0.69,0.00,0.17,0.17,0.35,6.60,2.08,0.69,1.04,2.26,0.52,0.52,19.27,0.87,10.24,1.04,6.60,2.60,0.17,0.52,0.00,0.00,0.00,0.00,0.87,0.17,0.52,0.17,0.00,0.00
row_0012.txt,1,924,64.65,58.97,18.82,24.06,9.42,60.61,17.86,12.88,5.41,0.11,1.95,4.22,1.19,4.98,10.39,14.18,9.20,6.71,4.98,1.52,19.26,4.76,3.03,1.95,0.54,2.81,5.74,2.81,2.92,0.54,1.41,0.32,10.17,0.11,0.32,3.57,0.76,13.85,4.00,2.16,1.52,3.90,1.73,2.49,3.46,1.73,0.87,0.87,0.97,0.11,0.32,0.22,0.11,3.25,0.65,0.32,0.97,1.08,0.22,0.22,16.34,0.65,9.52,1.41,4.76,3.35,0.43,0.22,0.00,0.11,0.11,0.00,1.30,0.54,0.43,0.32,0.00,0.00
row_0013.txt,1,1159,40.95,40.11,60.56,44.75,12.25,67.56,18.21,11.39,6.47,0.26,2.16,1.21,1.29,6.82,8.46,15.19,12.68,8.11,7.16,1.64,20.79,6.73,3.28,1.98,1.04,3.19,6.47,3.71,2.67,0.52,1.38,0.35,8.37,0.35,0.26,0.60,1.12,18.90,4.66,1.81,2.33,6.30,1.64,5.00,2.07,0.69,0.95,0.17,0.60,0.17,0.09,0.00,0.09,5.44,1.12,1.38,1.73,1.64,0.17,0.17,18.90,1.12,10.01,0.95,6.13,2.93,0.60,0.17,0.00,0.17,0.09,0.00,1.29,0.17,0.26,0.69,0.17,0.00
row_0014.txt,1,612,69.72,35.95,76.46,71.75,12.25,66.01,14.54,7.84,5.72,0.49,1.47,0.16,0.00,6.54,9.15,18.46,13.07,8.01,4.08,1.63,23.20,5.88,2.45,0.65,1.14,3.92,5.39,3.92,1.47,0.00,0.65,0.00,5.39,0.00,0.16,0.00,0.16,16.50,3.43,2.78,1.96,3.92,2.45,3.43,1.96,0.16,0.98,0.49,0.65,0.16,0.49,0.00,0.00,5.88,1.14,1.63,1.96,1.47,0.33,1.80,17.97,2.12,14.87,2.45,7.19,5.07,0.98,0.49,0.16,0.33,0.00,0.16,0.82,0.16,0.00,0.49,0.00,0.16
row_0015.txt,1,892,40.79,42.87,34.51,48.66,11.55,63.57,17.26,9.64,5.38,0.56,2.47,0.90,0.34,7.62,7.29,13.79,11.66,7.29,6.73,2.35,18.61,7.74,4.26,1.91,1.01,3.48,7.51,4.37,3.14,0.34,0.90,0.67,8.30,0.11,0.22,0.11,1.01,18.72,4.26,2.80,2.58,4.93,1.68,5.04,3.36,1.23,1.57,0.45,0.90,0.22,0.34,0.11,0.00,6.50,1.46,1.68,2.13,1.46,0.90,0.67,18.72,0.56,7.40,0.67,4.04,2.69,0.90,0.67,0.00,0.22,0.22,0.22,1.68,0.34,0.22,0.56,0.34,0.22
row_0016.txt,1,1003,60.16,42.48,64.51,72.44,11.96,64.21,18.34,10.67,7.38,0.50,1.89,0.10,0.80,7.68,8.57,16.45,11.86,6.28,4.69,1.20,19.94,4.89,1.69,2.19,1.00,2.59,5.58,3.99,1.50,0.10,0.70,0.50,6.38,0.00,0.00,0.00,0.10,14.66,4.09,1.79,1.89,4.19,1.60,2.09,1.79,0.40,0.30,0.80,1.00,0.20,0.50,0.00,0.10,6.08,1.30,1.69,1.79,1.10,0.50,0.80,17.85,1.50,11.67,1.79,6.18,3.79,1.79,0.40,0.20,0.00,0.40,0.10,0.60,0.00,0.10,0.40,0.10,0.00
row_0017.txt,1,1214,47.02,72.61,51.68,79.74,11.12,68.04,22.24,15.32,7.25,0.49,4.70,2.72,0.16,6.92,8.57,15.90,10.21,6.92,6.51,0.58,19.28,5.68,2.88,2.47,1.07,2.72,6.92,4.86,1.89,0.25,0.49,0.33,12.36,0.08,0.08,2.22,0.58,15.49,4.04,1.65,2.47,4.86,1.98,3.38,2.31,0.66,0.82,0.49,0.91,0.08,0.08,0.08,0.16,6.43,1.98,2.31,1.57,1.65,0.16,0.49,16.97,0.41,11.78,1.48,5.60,4.70,0.99,0.33,0.00,0.25,0.33,0.00,1.48,0.33,0.41,0.82,0.16,0.00
row_0018.txt,1,1079,69.98,75.66,49.02,49.95,11.31,64.32,16.22,9.08,3.89,0.93,3.15,0.46,0.65,7.14,9.45,17.42,13.07,6.12,4.54,0.56,22.71,5.19,3.34,1.39,1.02,2.69,6.21,3.71,2.41,0.09,1.30,0.46,9.55,0.00,0.19,0.09,0.37,15.66,5.93,2.13,2.04,4.17,1.48,2.13,3.15,0.93,1.02,1.20,0.93,0.19,0.19,0.09,0.09,5.93,2.69,1.02,1.02,1.30,0.37,1.11,20.95,0.93,11.40,2.32,6.67,2.59,0.74,0.00,0.00,0.09,0.19,0.00,0.46,0.09,0.00,0.09,0.28,0.00
row_0019.txt,1,824,87.48,76.67,17.07,64.87,11.17,59.47,12.50,7.52,1.94,0.61,3.03,0.73,1.21,4.98,10.68,17.96,11.17,3.40,5.46,0.97,17.72,7.04,3.76,1.70,1.09,3.28,6.19,4.13,2.06,0.36,0.36,0.49,9.22,0.00,0.12,0.12,0.61,12.14,2.43,2.18,1.94,2.91,1.82,2.43,1.82,0.36,0.85,0.49,0.24,0.12,0.00,0.12,0.00,4.73,1.46,1.09,1.70,0.85,0.24,0.12,14.81,1.94,11.17,2.06,6.80,2.43,1.82,0.36,0.00,0.12,0.12,0.00,0.49,0.24,0.00,0.12,0.12,0.00
row_0020.txt,1,763,76.97,74.40,30.59,50.21,14.02,60.55,15.33,9.57,2.88,0.92,3.93,1.05,0.79,5.77,8.78,17.43,10.48,6.03,4.19,0.79,16.25,4.72,2.49,1.57,0.52,4.19,4.33,2.75,1.44,0.00,0.39,0.13,8.78,0.00,0.00,0.39,0.66,15.86,3.15,1.31,2.49,4.85,2.75,3.28,2.10,0.79,0.52,0.39,0.13,0.00,0.13,0.00,0.00,4.72,1.18,0.79,1.57,1.05,0.52,0.52,12.98,1.44,12.19,1.70,8.13,3.01,1.31,0.52,0.00,0.13,0.13,0.39,0.66,0.13,0.13,0.00,0.13,0.00
row_0021.txt,1,842,62.45,78.35,23.91,52.50,12.59,59.98,18.05,9.86,3.09,0.00,4.99,1.54,0.24,8.19,7.48,16.03,8.79,6.89,4.75,1.54,17.93,6.18,3.21,1.90,0.48,2.14,6.18,3.80,2.38,0.83,0.71,0.48,10.45,0.12,0.00,0.59,1.07,15.68,5.34,0.95,2.73,4.28,1.78,2.97,2.49,1.19,0.48,0.83,0.95,0.24,0.12,0.12,0.12,4.99,0.59,0.95,2.26,0.95,0.83,0.24,15.08,0.83,9.62,1.43,6.06,2.14,0.71,0.48,0.00,0.36,0.00,0.24,0.48,0.00,0.00,0.36,0.00,0.12
row_0022.txt,1,885,46.26,45.50,31.33,64.33,13.45,60.56,17.29,10.73,6.78,0.11,1.81,1.02,1.02,6.55,7.91,12.66,9.15,9.27,5.99,1.13,17.18,6.33,2.37,1.13,1.69,3.05,7.01,4.52,2.49,0.23,0.34,0.34,8.70,0.00,0.34,0.56,0.79,15.48,2.82,1.58,1.92,5.20,2.15,3.62,2.71,0.68,1.36,0.34,1.13,0.11,0.34,0.23,0.11,5.88,1.81,1.47,0.79,1.69,0.45,0.90,16.16,0.56,7.80,0.79,3.73,3.39,0.68,0.68,0.00,0.11,0.00,0.00,2.26,0.23,1.13,0.34,0.23,0.34
row_0023.txt,1,482,58.77,58.21,27.59,88.81,10.17,62.86,18.05,12.24,6.22,0.62,3.73,1.24,0.41,5.81,8.51,15.35,10.17,6.64,6.43,0.41,19.09,5.81,4.15,2.07,0.62,4.15,6.43,4.98,1.24,0.41,0.21,0.41,9.54,0.21,0.00,0.62,0.62,19.29,3.94,1.04,3.32,7.68,1.87,5.19,4.56,1.45,2.28,0.83,0.62,0.21,0.00,0.00,0.21,3.73,1.24,0.62,1.04,1.24,0.00,0.00,17.22,1.24,6.64,0.62,4.56,1.45,1.04,0.62,0.00,0.21,0.41,0.00,1.24,0.00,0.00,0.41,0.83,0.00
row_0024.txt,1,763,52.56,65.79,27.61,86.86,9.44,67.37,17.96,10.09,4.33,0.79,3.54,0.52,0.92,7.86,8.78,16.78,13.89,6.03,6.55,1.18,22.28,6.16,3.54,2.23,1.18,2.49,5.90,4.72,1.18,0.00,0.00,0.39,8.26,0.00,0.26,0.13,0.79,15.47,2.62,1.31,2.62,4.98,2.49,3.01,2.49,1.44,0.39,0.66,0.92,0.26,0.26,0.39,0.13,4.46,0.92,1.31,1.44,1.05,0.13,0.39,18.48,1.97,10.62,1.83,6.03,3.01,0.79,0.39,0.13,0.00,0.00,0.00,0.92,0.00,0.39,0.26,0.26,0.00
row_0025.txt,1,808,51.87,51.49,48.61,88.60,8.79,67.20,19.18,12.62,6.56,0.25,4.46,0.87,0.50,6.56,8.79,16.71,12.13,6.19,6.06,2.23,20.79,5.94,3.59,2.60,0.50,3.22,6.56,5.07,1.36,0.00,0.37,0.50,8.91,0.00,0.37,0.50,0.50,15.97,3.34,2.10,2.48,3.96,1.11,4.46,2.10,0.74,1.11,0.12,0.50,0.00,0.25,0.00,0.12,5.45,0.62,0.87,1.73,2.23,0.50,0.12,18.44,1.11,9.78,1.36,6.44,2.35,1.11,0.37,0.00,0.00,0.00,0.00,1.73,0.00,0.74,0.74,0.37,0.00
row_0026.txt,1,1350,34.33,55.59,26.65,59.44,9.04,68.44,22.59,16.00,8.37,0.67,1.26,5.33,0.37,6.59,6.00,17.48,11.19,9.11,6.30,0.89,22.00,5.78,3.33,1.41,0.59,3.48,4.81,3.26,1.48,0.07,0.07,0.67,11.85,0.44,0.00,0.22,5.41,15.70,3.85,1.70,4.00,2.96,1.78,3.11,3.19,0.89,1.04,1.26,0.59,0.00,0.30,0.00,0.15,6.22,1.78,1.48,1.78,1.19,0.52,0.52,18.52,1.11,11.26,1.26,6.22,3.93,1.11,0.00,0.22,0.15,0.00,0.00,0.89,0.00,0.07,0.44,0.37,0.00
row_0027.txt,1,662,75.08,61.31,30.71,93.81,7.25,55.74,15.71,11.78,5.59,0.00,3.78,1.51,0.91,3.93,7.10,16.16,7.40,6.19,3.78,1.66,12.84,4.98,2.87,1.66,0.60,2.87,7.10,5.74,1.36,0.00,0.45,0.45,10.12,0.15,0.60,1.06,1.21,10.57,1.21,1.66,1.81,3.63,0.91,3.32,1.96,0.76,0.76,0.45,2.42,0.60,0.60,0.45,0.45,5.44,0.76,1.06,2.11,1.51,0.60,0.60,12.24,0.91,11.18,1.51,7.55,2.27,0.76,0.76,0.00,0.15,0.00,0.00,4.08,0.45,1.81,0.91,0.76,0.15
row_0028.txt,1,1050,39.00,82.23,39.05,88.62,9.90,68.29,20.76,12.57,4.76,0.67,6.38,0.48,0.29,8.19,7.62,16.00,13.14,8.10,5.90,0.57,24.48,6.10,3.52,2.48,1.33,2.57,6.57,5.05,1.33,0.67,0.00,0.19,11.33,0.00,0.19,0.10,0.48,19.71,5.14,1.43,3.33,7.05,1.81,3.81,2.86,1.05,0.76,0.95,0.10,0.00,0.00,0.10,0.00,4.67,1.14,1.05,1.24,1.24,0.38,0.67,21.43,0.95,9.43,0.76,4.86,3.62,0.48,0.29,0.10,0.00,0.00,0.00,2.00,0.00,0.19,0.29,1.43,0.10
row_0029.txt,1,1151,26.57,37.71,72.50,51.80,13.29,67.16,18.07,10.43,7.12,0.17,2.87,0.09,0.17,7.65,6.86,15.29,13.03,11.21,8.34,1.22,23.02,5.73,3.21,2.09,1.13,2.87,7.65,4.52,3.13,0.96,0.61,0.61,6.26,0.00,0.09,0.09,0.09,20.76,5.82,1.91,2.35,6.78,3.04,4.08,4.69,0.87,1.13,2.61,0.87,0.26,0.35,0.00,0.17,3.04,0.43,0.70,1.65,0.70,0.43,0.52,19.90,1.22,9.99,0.87,5.30,3.74,0.43,0.43,0.00,0.09,0.09,0.00,0.70,0.00,0.35,0.17,0.17,0.00
row_0030.txt,1,1187,32.31,40.01,76.19,86.85,10.45,63.02,18.70,12.81,7.92,0.25,1.94,1.85,0.84,5.90,5.48,15.00,8.85,10.19,8.85,1.26,18.87,6.57,2.44,2.61,0.67,2.78,10.03,6.74,3.20,0.34,0.84,0.42,9.35,0.00,0.34,0.93,0.93,18.70,4.89,2.19,2.19,6.74,1.35,4.89,2.70,0.51,0.93,1.10,0.51,0.08,0.08,0.00,0.17,5.05,1.60,0.76,1.35,0.84,0.67,0.67,17.35,0.67,11.63,1.68,5.48,4.80,0.59,0.93,0.08,0.08,0.00,0.17,1.85,0.00,1.01,0.34,0.42,0.17
row_0031.txt,1,758,12.29,45.28,69.21,42.53,6.60,64.64,19.00,14.12,6.99,1.19,4.88,0.13,0.92,4.88,4.88,10.95,14.51,9.76,6.46,3.30,26.12,5.80,1.45,2.64,0.13,0.79,10.42,5.67,4.75,1.19,1.85,0.92,10.29,0.13,0.13,0.00,0.26,18.07,5.54,1.45,2.77,2.64,0.92,6.86,3.56,0.92,0.66,1.85,2.24,1.06,0.40,0.66,0.00,5.67,2.11,0.79,1.72,0.92,0.79,0.79,23.88,0.66,7.52,1.45,4.09,1.98,0.00,0.13,0.00,0.13,0.13,0.00,3.30,0.40,1.19,0.66,1.06,0.00
row_0032.txt,1,868,55.51,48.62,54.38,87.20,16.82,63.25,17.86,11.06,6.34,0.23,2.53,0.92,1.04,6.80,8.99,14.63,11.75,6.91,4.61,1.50,18.55,5.76,2.88,1.38,0.92,2.19,6.57,4.95,1.38,0.00,0.46,0.12,9.10,0.23,0.23,0.46,1.04,21.31,5.65,1.50,2.53,6.11,4.15,4.03,2.30,0.58,1.27,0.23,0.35,0.00,0.00,0.12,0.12,5.18,0.92,1.96,1.50,1.84,0.35,0.35,16.71,1.50,9.10,1.04,5.41,2.88,0.92,0.35,0.00,0.00,0.00,0.00,1.04,0.35,0.12,0.46,0.23,0.00
row_0033.txt,1,1024,11.86,60.79,39.69,64.64,9.86,66.50,22.46,13.48,6.93,0.39,2.64,2.54,0.98,8.98,5.57,10.94,14.65,8.79,7.13,0.98,23.14,5.76,2.44,3.12,0.59,1.56,6.35,4.20,2.15,0.39,0.78,0.20,11.23,0.00,0.39,3.03,0.10,16.70,4.98,1.76,2.54,5.47,1.17,3.61,2.93,1.27,0.98,0.59,0.29,0.00,0.00,0.00,0.00,5.57,1.76,0.88,1.76,1.76,0.39,0.78,21.19,1.46,8.98,1.07,4.59,3.71,0.68,0.10,0.00,0.10,0.00,0.00,0.29,0.00,0.10,0.00,0.00,0.00
row_0034.txt,1,714,57.77,54.46,44.49,83.17,9.10,64.57,16.53,10.78,4.90,1.26,2.66,1.54,0.42,5.74,8.96,16.67,10.78,8.68,6.58,1.26,20.17,6.44,3.64,2.66,0.84,2.24,8.26,5.74,2.52,0.14,1.40,0.00,7.84,0.00,0.00,0.70,0.84,17.51,4.06,2.80,3.22,3.50,1.40,3.78,2.80,0.56,0.98,1.26,0.98,0.42,0.00,0.14,0.28,6.30,1.40,0.98,1.54,1.96,0.42,0.98,18.63,1.40,12.18,0.70,6.16,5.46,0.70,0.42,0.00,0.00,0.00,0.00,1.68,0.70,0.70,0.14,0.28,0.00
row_0035.txt,1,245,48.05,40.32,33.04,40.45,8.98,62.04,17.55,12.65,6.12,0.00,4.08,1.63,0.82,4.90,5.71,16.33,7.76,7.35,6.12,4.90,16.73,4.08,2.45,1.63,0.82,1.22,7.35,4.08,3.27,0.41,0.41,1.22,8.98,0.00,0.00,1.63,0.00,14.69,2.86,1.63,4.49,1.63,2.04,4.08,2.45,0.41,0.82,1.22,2.45,0.82,0.41,0.00,0.00,6.53,1.22,2.04,1.63,1.22,1.22,0.00,15.51,2.86,11.43,1.63,5.71,4.49,0.82,0.00,0.00,0.00,0.00,0.00,1.63,0.41,0.00,0.41,0.82,0.00
row_0036.txt,1,1074,34.23,36.52,71.43,69.64,11.27,62.85,17.04,10.89,6.80,0.37,2.14,0.19,1.40,6.15,5.12,15.08,11.73,9.03,7.08,1.96,21.42,5.59,3.17,2.70,1.12,3.91,7.45,4.75,2.42,0.19,0.65,0.37,7.73,0.00,0.00,0.19,0.00,20.48,4.47,2.23,2.61,6.24,2.05,4.75,3.72,1.68,1.12,0.93,0.56,0.09,0.19,0.00,0.00,5.59,1.12,1.40,1.96,1.58,0.47,0.56,19.65,1.96,11.17,1.40,5.77,4.28,0.84,0.47,0.00,0.09,0.09,0.00,0.93,0.19,0.28,0.19,0.19,0.09
row_0037.txt,1,1113,29.30,76.39,34.43,22.97,9.88,66.31,21.92,14.20,5.12,0.90,5.75,1.89,0.54,7.73,5.84,14.73,11.32,7.10,6.29,2.52,22.91,5.75,2.96,2.52,0.72,2.61,6.29,3.05,3.23,0.27,1.08,0.63,13.39,0.00,0.18,1.35,0.72,18.42,4.22,2.25,3.14,4.76,1.53,5.03,4.04,0.63,1.35,1.89,0.63,0.00,0.18,0.18,0.00,5.30,1.44,0.90,1.17,1.44,0.63,0.90,20.04,1.17,9.25,0.90,4.58,3.59,0.36,0.18,0.00,0.18,0.09,0.00,0.72,0.18,0.00,0.27,0.18,0.09
row_0038.txt,1,1005,74.25,69.05,55.90,41.99,11.64,63.78,17.41,10.25,3.88,0.60,4.18,1.19,0.40,7.16,9.05,17.91,9.45,5.47,5.17,1.29,17.71,5.37,2.09,1.89,0.70,1.39,6.67,3.78,2.89,0.60,0.30,0.50,10.65,0.00,0.30,0.80,0.90,15.92,4.38,1.59,1.99,5.07,1.39,4.88,2.79,1.09,0.50,1.00,1.09,0.30,0.20,0.20,0.10,5.87,1.89,1.09,1.79,0.90,0.70,0.60,16.02,1.09,11.94,1.29,8.46,2.29,0.80,0.40,0.00,0.30,0.00,0.00,1.99,0.40,0.30,0.70,0.30,0.20
row_0039.txt,1,1233,48.22,25.29,67.73,40.34,9.57,67.23,16.46,9.98,7.14,0.65,0.81,0.97,0.41,6.49,8.60,16.30,13.30,8.84,6.57,1.30,21.41,5.60,2.35,1.78,0.73,2.11,6.81,3.81,3.00,0.57,1.30,0.08,5.43,0.08,0.00,1.05,0.08,14.68,2.60,2.11,2.51,4.06,1.14,4.87,1.38,0.16,0.49,0.57,0.89,0.32,0.16,0.00,0.24,6.81,1.05,1.54,2.19,1.95,0.41,1.05,20.28,0.81,12.65,1.30,7.54,3.81,1.30,0.57,0.00,0.32,0.08,0.00,0.89,0.24,0.24,0.24,0.24,0.00
row_0040.txt,1,1152,57.94,46.88,44.30,69.92,9.46,67.62,20.23,11.89,6.60,0.17,1.74,2.86,0.52,8.25,9.38,17.19,11.72,7.20,4.69,0.87,21.18,4.95,2.69,1.65,1.13,2.52,5.47,3.82,1.48,0.09,0.69,0.09,9.03,0.09,0.09,0.78,2.17,16.23,3.91,1.48,2.78,5.73,1.39,3.99,3.21,1.82,0.78,0.35,0.52,0.17,0.09,0.09,0.00,4.86,1.22,1.22,1.82,1.13,0.17,1.13,18.92,0.52,11.28,1.56,6.68,3.30,0.52,0.17,0.00,0.26,0.00,0.00,0.87,0.26,0.09,0.17,0.35,0.00
row_0041.txt,1,1066,37.71,28.05,88.60,39.16,9.66,65.29,19.61,13.23,9.47,0.38,1.78,1.22,0.38,6.29,6.47,15.95,9.01,11.35,6.57,1.22,19.61,4.97,1.59,2.72,1.13,2.91,7.22,3.94,3.19,0.38,0.94,1.41,7.69,0.00,0.38,0.38,1.03,16.42,2.81,1.69,1.59,5.82,1.59,4.50,3.56,0.56,1.59,1.31,0.94,0.19,0.09,0.28,0.09,5.53,1.41,0.94,1.50,1.69,0.28,1.13,17.54,1.31,14.26,2.06,7.04,5.72,0.09,0.19,0.00,0.09,0.00,0.09,2.81,0.47,0.84,0.75,0.84,0.00
